,time,lat,lon,pressure,temperature,salinity,doxy,chla,bbp700
14337,2019-09-12 16:53:17.999981,18.920748,68.813972,1099.62,8.031428,35.3138,12.406673,0.0936,0.0005983197
14363,2019-09-12 16:53:17.999981,18.920748,68.813972,1148.23,7.770192,35.285667,14.556049,0.1008,0.00085197535
14389,2019-09-12 16:53:17.999981,18.920748,68.813972,1199.65,7.4385986,35.253494,16.603489,0.0864,0.00048323505
14415,2019-09-12 16:53:17.999981,18.920748,68.813972,1249.43,7.149967,35.224075,19.700422,0.1008,0.00043204633
14441,2019-09-12 16:53:17.999981,18.920748,68.813972,1299.11,6.847778,35.19197,23.89954,0.0936,0.00044433514
14466,2019-09-12 16:53:17.999981,18.920748,68.813972,1346.75,6.5340776,35.160328,28.121319,0.0864,0.00043118754
14493,2019-09-12 16:53:17.999981,18.920748,68.813972,1399.7,6.172132,35.124516,33.972458,0.0936,0.00043065276
14544,2019-09-12 16:53:17.999981,18.920748,68.813972,1499.65,5.486356,35.057713,46.737545,0.0936,0.00042962315
14594,2019-09-12 16:53:17.999981,18.920748,68.813972,1597.09,4.938865,35.006268,58.16243,0.0864,0.00042875312
14646,2019-09-12 16:53:17.999981,18.920748,68.813972,1699.41,4.3378496,34.952415,72.880646,0.1008,0.00038966036
14697,2019-09-12 16:53:17.999981,18.920748,68.813972,1799.55,3.8156428,34.907322,86.51409,0.0792,0.00042686154
14748,2019-09-12 16:53:17.999981,18.920748,68.813972,1899.36,3.4526758,34.875984,96.77645,0.0792,0.00042621468
14791,2019-09-12 16:53:17.999981,18.920748,68.813972,1987.97,3.1641,34.8509,105.95778,0.0792,0.00055269746
14801,2019-09-22 16:22:02.000018,18.961605,68.853729,9.71,27.960384,36.635525,225.41782,0.5904,0.0012188297
14805,2019-09-22 16:22:02.000018,18.961605,68.853729,14.63,27.961996,36.635735,223.89427,0.5688,0.0011934297
14808,2019-09-22 16:22:02.000018,18.961605,68.853729,19.26,27.965536,36.636475,221.9647,0.5544,0.0012188259
14811,2019-09-22 16:22:02.000018,18.961605,68.853729,23.56,27.966557,36.636395,218.99448,0.576,0.0014093228
14815,2019-09-22 16:22:02.000018,18.961605,68.853729,29.63,27.96202,36.6503,209.06685,0.576,0.0012187907
14819,2019-09-22 16:22:02.000018,18.961605,68.853729,34.82,27.700201,36.711445,182.73456,0.6264,0.0010408398
14822,2019-09-22 16:22:02.000018,18.961605,68.853729,38.84,27.090067,36.705093,165.35463,0.648,0.0010535765
14826,2019-09-22 16:22:02.000018,18.961605,68.853729,44.54,25.51962,36.548832,129.24657,0.4608,0.0007998313
14829,2019-09-22 16:22:02.000018,18.961605,68.853729,49.27,24.508816,36.48986,123.53276,0.3456,0.0006981659
14835,2019-09-22 16:22:02.000018,18.961605,68.853729,58.0,24.032228,36.470547,111.975204,0.18,0.0005838286
14840,2019-09-22 16:22:02.000018,18.961605,68.853729,67.69,23.397045,36.41536,90.32986,0.0864,0.00041868657
14847,2019-09-22 16:22:02.000018,18.961605,68.853729,79.51,22.66998,36.330006,70.5572,0.0576,0.0004440707
14853,2019-09-22 16:22:02.000018,18.961605,68.853729,89.42,22.02831,36.265594,52.39169,0.0576,0.00041858002
14858,2019-09-22 16:22:02.000018,18.961605,68.853729,97.41,21.549322,36.23802,41.952858,0.0648,0.00041844693
14865,2019-09-22 16:22:02.000018,18.961605,68.853729,108.16,21.122818,36.197174,29.940317,0.0432,0.0004056468
14871,2019-09-22 16:22:02.000018,18.961605,68.853729,119.59,20.266241,36.04532,14.3711405,0.0648,0.00041829556
14877,2019-09-22 16:22:02.000018,18.961605,68.853729,129.35,19.293802,35.91728,4.6850977,0.0576,0.0003418559
14882,2019-09-22 16:22:02.000018,18.961605,68.853729,137.53,19.091412,35.91739,4.478158,0.0648,0.00034172644
14888,2019-09-22 16:22:02.000018,18.961605,68.853729,146.8,18.392708,35.838173,2.7640767,0.072,0.00040497753
14895,2019-09-22 16:22:02.000018,18.961605,68.853729,159.48,17.661163,35.75254,2.7511697,0.0792,0.0005571138
14901,2019-09-22 16:22:02.000018,18.961605,68.853729,168.3,17.39873,35.798267,2.7518833,0.0792,0.0007727027
14906,2019-09-22 16:22:02.000018,18.961605,68.853729,177.03,17.27525,35.8764,2.7493775,0.108,0.0009502133
14913,2019-09-22 16:22:02.000018,18.961605,68.853729,189.49,16.616879,35.851013,2.7858524,0.0864,0.0012037831
14918,2019-09-22 16:22:02.000018,18.961605,68.853729,196.26,16.30944,35.839386,2.8099008,0.1008,0.0012035663
14929,2019-09-22 16:22:02.000018,18.961605,68.853729,217.1,15.778288,35.875095,2.8482559,0.1008,0.0013046543
14941,2019-09-22 16:22:02.000018,18.961605,68.853729,239.53,14.827213,35.759956,2.8952897,0.0864,0.00096117565
14952,2019-09-22 16:22:02.000018,18.961605,68.853729,259.72,14.204508,35.686295,2.9410727,0.0864,0.0008718482
14962,2019-09-22 16:22:02.000018,18.961605,68.853729,276.66,13.920458,35.672848,2.9731393,0.0792,0.0008081038
14974,2019-09-22 16:22:02.000018,18.961605,68.853729,299.54,13.551983,35.64052,3.021976,0.0936,0.00066810043
14983,2019-09-22 16:22:02.000018,18.961605,68.853729,315.35,13.280932,35.620274,3.046705,0.0936,0.0006678649
14996,2019-09-22 16:22:02.000018,18.961605,68.853729,339.41,13.121077,35.617638,3.0792837,0.0936,0.00059149653
15007,2019-09-22 16:22:02.000018,18.961605,68.853729,359.65,13.135581,35.661366,3.077579,0.0864,0.0007692155
15018,2019-09-22 16:22:02.000018,18.961605,68.853729,379.5,13.375965,35.75578,3.0662026,0.0936,0.00068039587
15029,2019-09-22 16:22:02.000018,18.961605,68.853729,398.41,13.143368,35.739532,3.0910256,0.0792,0.00050234294
15055,2019-09-22 16:22:02.000018,18.961605,68.853729,449.87,12.787877,35.74329,3.1311595,0.108,0.00041304884
15081,2019-09-22 16:22:02.000018,18.961605,68.853729,499.56,12.405398,35.722343,3.1774278,0.0936,0.00037457055
15107,2019-09-22 16:22:02.000018,18.961605,68.853729,548.25,12.083205,35.686283,3.2215772,0.0792,0.00042508007
15133,2019-09-22 16:22:02.000018,18.961605,68.853729,599.6,11.583818,35.629715,3.278365,0.0864,0.00034842835
15159,2019-09-22 16:22:02.000018,18.961605,68.853729,649.38,11.235886,35.602406,3.3267353,0.0936,0.00043696986
15185,2019-09-22 16:22:02.000018,18.961605,68.853729,699.58,10.876474,35.57428,3.3741999,0.0792,0.00034768044
15211,2019-09-22 16:22:02.000018,18.961605,68.853729,749.48,10.604318,35.555466,3.3956344,0.072,0.00029657723
15237,2019-09-22 16:22:02.000018,18.961605,68.853729,799.13,10.21024,35.522404,3.6851664,0.0936,0.0002961421
15263,2019-09-22 16:22:02.000018,18.961605,68.853729,849.82,9.869457,35.488045,4.349235,0.0864,0.0003846661
15289,2019-09-22 16:22:02.000018,18.961605,68.853729,899.62,9.403337,35.44454,5.6676188,0.0864,0.00042222126
15315,2019-09-22 16:22:02.000018,18.961605,68.853729,949.71,9.074906,35.412567,6.8750825,0.0864,0.00044723036
15341,2019-09-22 16:22:02.000018,18.961605,68.853729,999.54,8.72805,35.379475,8.356174,0.0792,0.00044680518
15367,2019-09-22 16:22:02.000018,18.961605,68.853729,1049.16,8.414826,35.35127,10.05971,0.1008,0.00048451062
15393,2019-09-22 16:22:02.000018,18.961605,68.853729,1099.68,8.075816,35.316063,12.682508,0.0936,0.0015254684
15419,2019-09-22 16:22:02.000018,18.961605,68.853729,1149.73,7.67013,35.273464,15.611814,0.0936,0.00044545723
15444,2019-09-22 16:22:02.000018,18.961605,68.853729,1196.39,7.4289474,35.250645,17.263304,0.072,0.00043243056
15471,2019-09-22 16:22:02.000018,18.961605,68.853729,1249.66,6.9997764,35.208984,21.612574,0.0864,0.0007493359
15497,2019-09-22 16:22:02.000018,18.961605,68.853729,1299.15,6.6620483,35.173695,26.281599,0.0864,0.00039327235
15523,2019-09-22 16:22:02.000018,18.961605,68.853729,1349.62,6.3790565,35.144802,30.608738,0.0864,0.00040555553
15549,2019-09-22 16:22:02.000018,18.961605,68.853729,1399.27,6.055688,35.114647,35.216835,0.0936,0.0003796798
15600,2019-09-22 16:22:02.000018,18.961605,68.853729,1499.65,5.3948274,35.050026,48.454453,0.0864,0.00042947812
15651,2019-09-22 16:22:02.000018,18.961605,68.853729,1599.03,4.8595743,34.999954,59.865128,0.1008,0.0004159206
15701,2019-09-22 16:22:02.000018,18.961605,68.853729,1696.94,4.317406,34.952267,72.881546,0.0936,0.0004150237
15753,2019-09-22 16:22:02.000018,18.961605,68.853729,1799.24,3.8389626,34.909264,85.87193,0.0864,0.0003761052
15804,2019-09-22 16:22:02.000018,18.961605,68.853729,1899.27,3.4679716,34.87779,96.335365,0.0792,0.00040084546
15851,2019-09-22 16:22:02.000018,18.961605,68.853729,1996.23,3.1925,34.8527,104.55698,0.0792,0.00040035252
15858,2019-10-02 16:04:24.000003,18.962036,68.892952,9.55,28.457325,36.254227,229.75903,0.1944,0.0008767359
15861,2019-10-02 16:04:24.000003,18.962036,68.892952,13.52,28.430357,36.2741,229.42595,0.2088,0.000864012
15865,2019-10-02 16:04:24.000003,18.962036,68.892952,19.17,28.427279,36.441227,228.4348,0.2232,0.00095253246
15868,2019-10-02 16:04:24.000003,18.962036,68.892952,23.98,28.346771,36.5488,227.24251,0.2448,0.00087609835
15872,2019-10-02 16:04:24.000003,18.962036,68.892952,29.42,28.173729,36.576164,225.38593,0.3384,0.0016253537
15876,2019-10-02 16:04:24.000003,18.962036,68.892952,34.38,28.019567,36.617775,219.79665,0.432,0.0010664719
15878,2019-10-02 16:04:24.000003,18.962036,68.892952,36.91,27.964962,36.63002,216.94424,0.5472,0.0010029447
15883,2019-10-02 16:04:24.000003,18.962036,68.892952,44.77,27.790264,36.699303,198.52263,1.188,0.0011932953
15886,2019-10-02 16:04:24.000003,18.962036,68.892952,49.71,27.052711,36.663532,160.72917,0.9504,0.0014600792
15892,2019-10-02 16:04:24.000003,18.962036,68.892952,59.54,24.507444,36.466827,114.17852,0.5256,0.00083793665
15898,2019-10-02 16:04:24.000003,18.962036,68.892952,69.56,23.645445,36.353825,87.30051,0.2736,0.0006474992
15904,2019-10-02 16:04:24.000003,18.962036,68.892952,78.15,23.28908,36.36234,78.54931,0.1584,0.00063466677
15910,2019-10-02 16:04:24.000003,18.962036,68.892952,89.43,22.435097,36.25599,52.64327,0.0936,0.00043142124
15916,2019-10-02 16:04:24.000003,18.962036,68.892952,98.3,21.928263,36.187836,38.598858,0.0648,0.00040601523
15921,2019-10-02 16:04:24.000003,18.962036,68.892952,106.9,21.489037,36.126404,25.25212,0.0504,0.00041865697
15928,2019-10-02 16:04:24.000003,18.962036,68.892952,118.28,20.545818,36.01602,9.686982,0.0648,0.000418488
15934,2019-10-02 16:04:24.000003,18.962036,68.892952,129.44,19.550087,35.88868,2.8767216,0.072,0.00038015866
15940,2019-10-02 16:04:24.000003,18.962036,68.892952,139.51,18.79217,35.83398,2.6928086,0.0792,0.0006719448
15946,2019-10-02 16:04:24.000003,18.962036,68.892952,149.54,18.170372,35.853657,2.7183478,0.0792,0.0006969048
15952,2019-10-02 16:04:24.000003,18.962036,68.892952,158.71,17.939213,35.85522,2.72329,0.0864,0.0007729481
15957,2019-10-02 16:04:24.000003,18.962036,68.892952,167.85,17.15382,35.794327,2.7696831,0.0864,0.00088684366
15964,2019-10-02 16:04:24.000003,18.962036,68.892952,179.69,16.61679,35.757236,2.7848072,0.1008,0.0013437046
15970,2019-10-02 16:04:24.000003,18.962036,68.892952,188.38,16.152647,35.742973,2.803186,0.1008,0.0012671587
15975,2019-10-02 16:04:24.000003,18.962036,68.892952,197.44,15.859592,35.73649,2.8395917,0.0936,0.0011018278
15987,2019-10-02 16:04:24.000003,18.962036,68.892952,219.71,15.3428,35.7531,2.8424346,0.0936,0.00094895
15998,2019-10-02 16:04:24.000003,18.962036,68.892952,239.76,14.69318,35.704346,2.904727,0.0936,0.0009103759
16009,2019-10-02 16:04:24.000003,18.962036,68.892952,258.93,14.190632,35.664665,2.946951,0.0936,0.00079567434
16017,2019-10-02 16:04:24.000003,18.962036,68.892952,273.05,13.997802,35.646492,2.967648,0.0936,0.00078283844
16030,2019-10-02 16:04:24.000003,18.962036,68.892952,297.91,13.840566,35.677826,2.9972029,0.1008,0.00068100845
16042,2019-10-02 16:04:24.000003,18.962036,68.892952,319.66,13.548329,35.660267,3.0215313,0.1008,0.00070614886
16052,2019-10-02 16:04:24.000003,18.962036,68.892952,336.25,13.42702,35.67897,3.0426316,0.0936,0.0006678846
16064,2019-10-02 16:04:24.000003,18.962036,68.892952,359.44,13.174016,35.67242,3.0860004,0.1008,0.0005406361
16072,2019-10-02 16:04:24.000003,18.962036,68.892952,373.7,13.123753,35.67817,3.086838,0.0936,0.0005024638
16085,2019-10-02 16:04:24.000003,18.962036,68.892952,397.8,12.990666,35.68346,3.1069574,0.0792,0.00045151045
16112,2019-10-02 16:04:24.000003,18.962036,68.892952,449.65,12.64445,35.70481,3.1351428,0.0792,0.00038758054
16138,2019-10-02 16:04:24.000003,18.962036,68.892952,499.3,12.516706,35.720375,3.1471899,0.0936,0.0003620124
16164,2019-10-02 16:04:24.000003,18.962036,68.892952,548.56,12.110649,35.678253,3.205241,0.0936,0.00036163657
16190,2019-10-02 16:04:24.000003,18.962036,68.892952,599.52,11.77935,35.651924,3.245744,0.0792,0.00037400977
16216,2019-10-02 16:04:24.000003,18.962036,68.892952,648.79,11.368486,35.61184,3.3489263,0.072,0.00066570356
16242,2019-10-02 16:04:24.000003,18.962036,68.892952,699.7,11.010056,35.58542,3.4158602,0.0864,0.00043672815
16268,2019-10-02 16:04:24.000003,18.962036,68.892952,749.63,10.5929165,35.551632,3.4544635,0.072,0.0003473732
16294,2019-10-02 16:04:24.000003,18.962036,68.892952,799.03,10.248875,35.525482,3.6300018,0.0792,0.00030888
16320,2019-10-02 16:04:24.000003,18.962036,68.892952,849.52,9.883604,35.487255,4.2967067,0.0864,0.00038468558
16346,2019-10-02 16:04:24.000003,18.962036,68.892952,899.48,9.561702,35.459522,5.1208043,0.1008,0.00040970434
16372,2019-10-02 16:04:24.000003,18.962036,68.892952,949.52,9.11833,35.41462,6.797759,0.0936,0.0006250859
16398,2019-10-02 16:04:24.000003,18.962036,68.892952,999.31,8.797102,35.386974,8.132109,0.0936,0.00053578994
16424,2019-10-02 16:04:24.000003,18.962036,68.892952,1048.03,8.454369,35.356182,9.637279,0.1008,0.0006750548
16450,2019-10-02 16:04:24.000003,18.962036,68.892952,1099.77,8.135772,35.321934,11.789427,0.0864,0.00045875495
16476,2019-10-02 16:04:24.000003,18.962036,68.892952,1148.68,7.7852626,35.28445,15.195922,0.0936,0.00040751917
16502,2019-10-02 16:04:24.000003,18.962036,68.892952,1199.64,7.4597716,35.253162,17.012371,0.0864,0.00041977354
16528,2019-10-02 16:04:24.000003,18.962036,68.892952,1249.63,7.170524,35.225147,19.775564,0.0936,0.00064797763
16554,2019-10-02 16:04:24.000003,18.962036,68.892952,1298.05,6.855538,35.193233,23.591654,0.0864,0.00046973708
16580,2019-10-02 16:04:24.000003,18.962036,68.892952,1349.5,6.542712,35.160496,28.557528,0.072,0.0004185026
16606,2019-10-02 16:04:24.000003,18.962036,68.892952,1399.38,6.133374,35.12072,34.59321,0.0936,0.00044329517
16657,2019-10-02 16:04:24.000003,18.962036,68.892952,1499.62,5.47224,35.057262,46.599606,0.0864,0.00039149827
16708,2019-10-02 16:04:24.000003,18.962036,68.892952,1599.8,4.7785835,34.992844,61.575436,0.0864,0.00047928837
16759,2019-10-02 16:04:24.000003,18.962036,68.892952,1698.29,4.2370806,34.94456,74.868484,0.0864,0.0003640867
16809,2019-10-02 16:04:24.000003,18.962036,68.892952,1796.21,3.8148437,34.907436,86.25548,0.0936,0.00042685814
16861,2019-10-02 16:04:24.000003,18.962036,68.892952,1899.63,3.490315,34.879395,96.01452,0.0864,0.00040088774
16909,2019-10-02 16:04:24.000003,18.962036,68.892952,1997.79,3.1807,34.8523,104.91449,0.072,0.0004003295
16916,2019-10-12 16:01:31.000016,18.936485,68.914627,9.28,29.18287,36.592472,229.36139,0.144,0.00071083155
16920,2019-10-12 16:01:31.000016,18.936485,68.914627,14.15,29.129517,36.591515,229.32999,0.1512,0.000672739
16923,2019-10-12 16:01:31.000016,18.936485,68.914627,19.85,29.029242,36.58593,230.01183,0.144,0.0006727606
16927,2019-10-12 16:01:31.000016,18.936485,68.914627,24.42,28.747639,36.56787,231.05544,0.1656,0.0007236375
16930,2019-10-12 16:01:31.000016,18.936485,68.914627,28.38,28.512701,36.566006,230.85808,0.2016,0.0010157434
16934,2019-10-12 16:01:31.000016,18.936485,68.914627,34.48,28.282549,36.600655,227.72179,0.2592,0.00081249117
16936,2019-10-12 16:01:31.000016,18.936485,68.914627,37.38,28.233824,36.633453,225.3829,0.2592,0.0007997196
16941,2019-10-12 16:01:31.000016,18.936485,68.914627,44.74,28.094769,36.744694,216.83333,0.6048,0.0009899843
16943,2019-10-12 16:01:31.000016,18.936485,68.914627,46.54,28.070047,36.75511,212.40105,0.72,0.00088837644
16950,2019-10-12 16:01:31.000016,18.936485,68.914627,59.5,26.757841,36.66286,152.66095,0.7344,0.00090125535
16956,2019-10-12 16:01:31.000016,18.936485,68.914627,69.32,24.881367,36.486633,123.66932,0.4752,0.00066016446
16961,2019-10-12 16:01:31.000016,18.936485,68.914627,77.37,24.339401,36.475845,117.08254,0.3312,0.00062198134
16968,2019-10-12 16:01:31.000016,18.936485,68.914627,88.12,23.801426,36.435204,96.128525,0.1368,0.00053302484
16974,2019-10-12 16:01:31.000016,18.936485,68.914627,99.74,22.896355,36.31852,73.10217,0.0648,0.00036795385
16980,2019-10-12 16:01:31.000016,18.936485,68.914627,109.76,21.715223,36.179832,45.57433,0.0504,0.00036785082
16986,2019-10-12 16:01:31.000016,18.936485,68.914627,118.99,20.696772,36.06974,22.730387,0.036,0.0003930495
16992,2019-10-12 16:01:31.000016,18.936485,68.914627,129.6,19.468723,35.928234,5.41334,0.0648,0.00035465174
16997,2019-10-12 16:01:31.000016,18.936485,68.914627,137.39,18.739872,35.86605,2.7680385,0.0576,0.00045589224
17004,2019-10-12 16:01:31.000016,18.936485,68.914627,149.4,17.861212,35.80616,2.7404532,0.0792,0.00065870554
17010,2019-10-12 16:01:31.000016,18.936485,68.914627,159.69,17.698502,35.89012,2.7240212,0.0864,0.0008489271
17016,2019-10-12 16:01:31.000016,18.936485,68.914627,169.02,17.159063,35.885338,2.763966,0.0864,0.00097552815
17022,2019-10-12 16:01:31.000016,18.936485,68.914627,179.37,16.568287,35.821926,2.7957547,0.1008,0.0011149215
17027,2019-10-12 16:01:31.000016,18.936485,68.914627,187.19,16.161234,35.749104,2.825781,0.0864,0.0011909597
17034,2019-10-12 16:01:31.000016,18.936485,68.914627,199.4,16.050804,35.792625,2.839458,0.0936,0.0011526692
17045,2019-10-12 16:01:31.000016,18.936485,68.914627,219.59,15.558883,35.823006,2.8503263,0.0864,0.0010378785
17056,2019-10-12 16:01:31.000016,18.936485,68.914627,239.46,14.962114,35.77444,2.8816025,0.0936,0.0009358627
17065,2019-10-12 16:01:31.000016,18.936485,68.914627,255.81,14.638356,35.754337,2.9209127,0.0864,0.0009102118
17078,2019-10-12 16:01:31.000016,18.936485,68.914627,279.29,14.553922,35.82255,2.903269,0.0864,0.00092264323
17089,2019-10-12 16:01:31.000016,18.936485,68.914627,299.43,14.1647835,35.787605,2.9659564,0.0792,0.001036674
17100,2019-10-12 16:01:31.000016,18.936485,68.914627,319.45,13.504856,35.664627,3.0226765,0.0936,0.00061719865
17109,2019-10-12 16:01:31.000016,18.936485,68.914627,335.81,13.469447,35.69884,3.023453,0.1008,0.0006424815
17122,2019-10-12 16:01:31.000016,18.936485,68.914627,358.81,13.33635,35.705605,3.0489998,0.1008,0.0005661267
17131,2019-10-12 16:01:31.000016,18.936485,68.914627,375.0,13.308551,35.732906,3.0483134,0.0864,0.0005152359
17144,2019-10-12 16:01:31.000016,18.936485,68.914627,398.19,13.028785,35.713795,3.0921948,0.0792,0.00046417807
17170,2019-10-12 16:01:31.000016,18.936485,68.914627,449.57,12.73612,35.71106,3.123485,0.0936,0.00045117122
17196,2019-10-12 16:01:31.000016,18.936485,68.914627,498.1,12.460138,35.704826,3.1474352,0.0936,0.00037467384
17221,2019-10-12 16:01:31.000016,18.936485,68.914627,546.62,12.086023,35.673798,3.1949027,0.0864,0.00036162607
17248,2019-10-12 16:01:31.000016,18.936485,68.914627,599.68,11.72172,35.646473,3.2309139,0.0792,0.00034855367
17273,2019-10-12 16:01:31.000016,18.936485,68.914627,646.7,11.390272,35.620792,3.3120537,0.0936,0.00032281879
17300,2019-10-12 16:01:31.000016,18.936485,68.914627,699.66,10.935374,35.580418,3.3625953,0.0792,0.00034774558
17326,2019-10-12 16:01:31.000016,18.936485,68.914627,749.67,10.607744,35.556435,3.3869994,0.0864,0.00038547543
17352,2019-10-12 16:01:31.000016,18.936485,68.914627,799.63,10.153091,35.51307,3.7038705,0.0936,0.00034688294
17378,2019-10-12 16:01:31.000016,18.936485,68.914627,849.43,9.767426,35.479378,4.443115,0.0792,0.00038454178
17403,2019-10-12 16:01:31.000016,18.936485,68.914627,897.82,9.417598,35.4493,5.407292,0.0792,0.00042222624
17430,2019-10-12 16:01:31.000016,18.936485,68.914627,949.6,8.978473,35.403263,7.218678,0.1008,0.0004598118
17456,2019-10-12 16:01:31.000016,18.936485,68.914627,999.58,8.644016,35.372208,8.811131,0.0936,0.00045939887
17481,2019-10-12 16:01:31.000016,18.936485,68.914627,1046.84,8.295377,35.337715,11.110799,0.0864,0.00047166317
17508,2019-10-12 16:01:31.000016,18.936485,68.914627,1099.55,7.9370594,35.299877,13.676003,0.0936,0.00047121232
17534,2019-10-12 16:01:31.000016,18.936485,68.914627,1148.38,7.6386037,35.269073,16.407171,0.0864,0.0004962172
17560,2019-10-12 16:01:31.000016,18.936485,68.914627,1199.59,7.343075,35.240177,18.704548,0.0864,0.00044502187
17585,2019-10-12 16:01:31.000016,18.936485,68.914627,1247.29,6.9997406,35.20623,22.064909,0.0864,0.0004318468
17612,2019-10-12 16:01:31.000016,18.936485,68.914627,1299.41,6.724763,35.17794,26.01928,0.0864,0.0004314613
17638,2019-10-12 16:01:31.000016,18.936485,68.914627,1349.38,6.435511,35.150272,29.657461,0.0936,0.00043104752
17664,2019-10-12 16:01:31.000016,18.936485,68.914627,1399.39,6.09833,35.11618,35.214504,0.0936,0.0004178489
17715,2019-10-12 16:01:31.000016,18.936485,68.914627,1499.53,5.4970293,35.05948,46.054024,0.072,0.0004042428
17766,2019-10-12 16:01:31.000016,18.936485,68.914627,1599.42,4.8314643,34.997246,60.231255,0.0936,0.0008349731
17817,2019-10-12 16:01:31.000016,18.936485,68.914627,1699.64,4.285013,34.94837,73.84125,0.0864,0.0004276691
17868,2019-10-12 16:01:31.000016,18.936485,68.914627,1799.44,3.875251,34.91257,84.58459,0.0936,0.00042695925
17919,2019-10-12 16:01:31.000016,18.936485,68.914627,1899.64,3.5136945,34.88121,95.76038,0.0864,0.000400931
17967,2019-10-12 16:01:31.000016,18.936485,68.914627,1997.68,3.1598,34.8481,108.82564,0.072,0.00041299747
17971,2019-10-22 15:43:31.999994,18.713684,69.035515,7.23,28.67374,36.386158,226.7572,0.2376,0.00080022996
17975,2019-10-22 15:43:31.999994,18.713684,69.035515,14.06,28.6737,36.3849,226.29701,0.2592,0.0006986388
17978,2019-10-22 15:43:31.999994,18.713684,69.035515,19.64,28.801691,36.493973,225.99843,0.2232,0.0007492238
17981,2019-10-22 15:43:31.999994,18.713684,69.035515,23.72,28.961218,36.649616,225.27145,0.2304,0.0006726291
17984,2019-10-22 15:43:31.999994,18.713684,69.035515,27.97,29.006672,36.710644,224.78827,0.2376,0.00068519247
17989,2019-10-22 15:43:31.999994,18.713684,69.035515,34.57,29.031973,36.733513,223.59492,0.2664,0.00067244127
17991,2019-10-22 15:43:31.999994,18.713684,69.035515,36.5,29.02248,36.731613,223.28468,0.2736,0.0006851373
17996,2019-10-22 15:43:31.999994,18.713684,69.035515,44.16,28.471313,36.748173,219.72871,0.4464,0.00076134683
17999,2019-10-22 15:43:31.999994,18.713684,69.035515,49.35,28.147026,36.701817,213.88942,0.6552,0.0007741825
18005,2019-10-22 15:43:31.999994,18.713684,69.035515,59.0,27.14138,36.682842,151.28561,0.8424,0.0008504244
18011,2019-10-22 15:43:31.999994,18.713684,69.035515,69.21,24.797863,36.46085,125.90983,0.5616,0.0008507056
18016,2019-10-22 15:43:31.999994,18.713684,69.035515,77.75,24.429462,36.48149,111.88792,0.4176,0.0006854834
18023,2019-10-22 15:43:31.999994,18.713684,69.035515,89.62,23.59116,36.404152,89.50482,0.2952,0.00059656356
18029,2019-10-22 15:43:31.999994,18.713684,69.035515,98.43,23.029694,36.340187,70.111916,0.1728,0.0006092461
18034,2019-10-22 15:43:31.999994,18.713684,69.035515,107.54,22.39308,36.273182,51.899776,0.0864,0.00046947176
18041,2019-10-22 15:43:31.999994,18.713684,69.035515,119.71,21.330078,36.138485,23.52548,0.0576,0.0004058818
18047,2019-10-22 15:43:31.999994,18.713684,69.035515,129.6,20.020525,35.958576,5.856497,0.0576,0.0003929721
18053,2019-10-22 15:43:31.999994,18.713684,69.035515,139.66,19.172523,35.89837,2.7025747,0.0504,0.00051963073
18059,2019-10-22 15:43:31.999994,18.713684,69.035515,148.14,18.574781,35.848137,2.6749792,0.0576,0.00053208775
18064,2019-10-22 15:43:31.999994,18.713684,69.035515,157.73,18.080725,35.810226,2.6973836,0.0864,0.00072234974
18071,2019-10-22 15:43:31.999994,18.713684,69.035515,169.86,17.288021,35.77566,2.7590005,0.0864,0.00096317125
18076,2019-10-22 15:43:31.999994,18.713684,69.035515,176.82,17.03207,35.78379,2.7871525,0.0792,0.0009756596
18083,2019-10-22 15:43:31.999994,18.713684,69.035515,188.38,16.573452,35.783737,2.8127058,0.0864,0.0010388005
18089,2019-10-22 15:43:31.999994,18.713684,69.035515,198.21,16.581303,35.86168,2.805471,0.0864,0.0012799364
18100,2019-10-22 15:43:31.999994,18.713684,69.035515,218.64,15.95255,35.850784,2.844406,0.1008,0.0010381711
18111,2019-10-22 15:43:31.999994,18.713684,69.035515,239.89,15.174347,35.791008,2.8931584,0.0936,0.000961418
18122,2019-10-22 15:43:31.999994,18.713684,69.035515,259.62,14.788614,35.77734,2.9141653,0.0936,0.0008975927
18133,2019-10-22 15:43:31.999994,18.713684,69.035515,279.42,14.360738,35.732162,2.933946,0.0864,0.000770302
18143,2019-10-22 15:43:31.999994,18.713684,69.035515,297.25,14.328397,35.762257,2.9581745,0.0864,0.0010623374
18153,2019-10-22 15:43:31.999994,18.713684,69.035515,315.04,14.498091,35.864613,2.939594,0.1008,0.000897124
18166,2019-10-22 15:43:31.999994,18.713684,69.035515,339.39,14.290747,35.872257,2.9522417,0.0792,0.0007572134
18177,2019-10-22 15:43:31.999994,18.713684,69.035515,359.41,14.009112,35.851757,2.966845,0.1008,0.00068077666
18188,2019-10-22 15:43:31.999994,18.713684,69.035515,379.68,13.799327,35.830532,3.0012612,0.1008,0.00073141383
18199,2019-10-22 15:43:31.999994,18.713684,69.035515,399.3,13.5985775,35.81207,3.0168977,0.0864,0.00068043923
18224,2019-10-22 15:43:31.999994,18.713684,69.035515,446.79,13.142589,35.785378,3.098202,0.0936,0.00055303675
18251,2019-10-22 15:43:31.999994,18.713684,69.035515,499.57,12.654309,35.743076,3.1348789,0.0864,0.00047640395
18277,2019-10-22 15:43:31.999994,18.713684,69.035515,549.45,12.220643,35.701675,3.1911056,0.0864,0.00038710807
