,time,lat,lon,pressure,temperature,salinity,doxy,chla,bbp700
184616,2024-08-06 09:31:38.000005,16.842979,66.095535,1299.59,6.518798,35.154766,30.859772,0.0936,0.0003549748
184642,2024-08-06 09:31:38.000005,16.842979,66.095535,1349.19,6.2573023,35.132053,34.37317,0.0936,0.00045618243
184667,2024-08-06 09:31:38.000005,16.842979,66.095535,1397.9,5.9890327,35.10627,38.40927,0.0792,0.00039228515
184719,2024-08-06 09:31:38.000005,16.842979,66.095535,1499.48,5.3788004,35.054775,48.600296,0.0864,0.00059453415
184770,2024-08-06 09:31:38.000005,16.842979,66.095535,1599.79,4.693924,34.989353,64.02,0.0936,0.00036483983
184821,2024-08-06 09:31:38.000005,16.842979,66.095535,1699.73,4.0922065,34.935844,79.266716,0.0864,0.0003638268
184872,2024-08-06 09:31:38.000005,16.842979,66.095535,1799.82,3.6249,34.894238,93.74585,0.0792,0.0003503163
184923,2024-08-06 09:31:38.000005,16.842979,66.095535,1899.43,3.3271902,34.87197,101.857635,0.0792,0.00038787656
184978,2024-08-16 09:39:45.000019,16.920681,66.292236,9.57,28.076187,36.73443,233.44011,0.4896,0.0010789143
184982,2024-08-16 09:39:45.000019,16.920681,66.292236,14.35,27.998787,36.733753,233.10017,0.72,0.0013329143
184985,2024-08-16 09:39:45.000019,16.920681,66.292236,19.51,27.954956,36.733093,232.11847,0.684,0.00095191883
184989,2024-08-16 09:39:45.000019,16.920681,66.292236,24.18,27.941404,36.7342,229.88982,0.972,0.0010027181
184992,2024-08-16 09:39:45.000019,16.920681,66.292236,28.28,27.88668,36.741215,227.14407,0.9648,0.0010154073
184996,2024-08-16 09:39:45.000019,16.920681,66.292236,34.26,27.823317,36.748062,224.55664,0.9504,0.00076139387
184999,2024-08-16 09:39:45.000019,16.920681,66.292236,39.12,27.808916,36.747112,223.44966,0.8712,0.00062170025
185003,2024-08-16 09:39:45.000019,16.920681,66.292236,44.07,27.80084,36.74619,222.37508,0.7704,0.0006852015
185006,2024-08-16 09:39:45.000019,16.920681,66.292236,48.49,27.79022,36.745224,221.43123,0.612,0.00058360427
185017,2024-08-16 09:39:45.000019,16.920681,66.292236,69.82,27.76851,36.743355,213.53445,0.2808,0.0005328058
185020,2024-08-16 09:39:45.000019,16.920681,66.292236,73.3,27.73188,36.73941,209.17097,0.2304,0.0004566186
185029,2024-08-16 09:39:45.000019,16.920681,66.292236,89.05,25.045437,36.515926,137.46245,0.108,0.0006093211
185034,2024-08-16 09:39:45.000019,16.920681,66.292236,96.99,24.635885,36.461258,112.983536,0.0864,0.0005839838
185041,2024-08-16 09:39:45.000019,16.920681,66.292236,109.78,23.4106,36.270554,65.15633,0.0792,0.0006730043
185047,2024-08-16 09:39:45.000019,16.920681,66.292236,118.85,22.46499,36.165924,36.49181,0.072,0.0005967383
185052,2024-08-16 09:39:45.000019,16.920681,66.292236,127.21,21.791088,36.09721,19.330193,0.0648,0.00055856106
185059,2024-08-16 09:39:45.000019,16.920681,66.292236,139.17,20.67184,35.89167,5.0272436,0.0576,0.00038074722
185065,2024-08-16 09:39:45.000019,16.920681,66.292236,148.17,20.269995,35.84694,3.1939547,0.0576,0.0004441432
185071,2024-08-16 09:39:45.000019,16.920681,66.292236,159.76,19.518757,35.79543,2.4771988,0.072,0.00045656195
185076,2024-08-16 09:39:45.000019,16.920681,66.292236,166.6,19.037638,35.79933,2.5014818,0.0648,0.0005959656
185083,2024-08-16 09:39:45.000019,16.920681,66.292236,179.27,18.335407,35.840237,2.5296943,0.0864,0.0009383195
185089,2024-08-16 09:39:45.000019,16.920681,66.292236,188.87,18.000708,35.865864,2.5160103,0.072,0.0007856742
185095,2024-08-16 09:39:45.000019,16.920681,66.292236,199.17,17.347195,35.849766,2.525508,0.0936,0.0009249337
185106,2024-08-16 09:39:45.000019,16.920681,66.292236,219.76,16.391094,35.78525,2.5747776,0.0792,0.0010259667
185117,2024-08-16 09:39:45.000019,16.920681,66.292236,239.13,15.936468,35.816536,2.614251,0.0864,0.00088581914
185126,2024-08-16 09:39:45.000019,16.920681,66.292236,255.98,15.4812,35.7965,2.6345015,0.0864,0.0011013782
185137,2024-08-16 09:39:45.000019,16.920681,66.292236,277.88,15.25458,35.850163,2.640717,0.0936,0.00089786504
185149,2024-08-16 09:39:45.000019,16.920681,66.292236,299.51,14.951515,35.874527,2.6666136,0.1008,0.0009229127
185160,2024-08-16 09:39:45.000019,16.920681,66.292236,319.48,14.506208,35.83595,2.6892183,0.0792,0.0008209995
185169,2024-08-16 09:39:45.000019,16.920681,66.292236,335.0,14.273868,35.820286,2.7155373,0.1008,0.0017986838
185181,2024-08-16 09:39:45.000019,16.920681,66.292236,356.66,14.013888,35.818096,2.8293693,0.0864,0.0006681607
185193,2024-08-16 09:39:45.000019,16.920681,66.292236,379.55,13.807178,35.80286,2.7796156,0.0864,0.0006806922
185204,2024-08-16 09:39:45.000019,16.920681,66.292236,399.44,13.515742,35.8006,3.204722,0.0936,0.0009978744
185230,2024-08-16 09:39:45.000019,16.920681,66.292236,448.61,13.0754,35.77732,3.1187472,0.0864,0.00052758853
185256,2024-08-16 09:39:45.000019,16.920681,66.292236,499.6,12.635345,35.753647,3.2013872,0.0936,0.0005017554
185282,2024-08-16 09:39:45.000019,16.920681,66.292236,549.22,12.096308,35.674053,4.353215,0.0792,0.0006410036
185308,2024-08-16 09:39:45.000019,16.920681,66.292236,599.54,11.64526,35.62467,6.4363756,0.0864,0.0005009198
185333,2024-08-16 09:39:45.000019,16.920681,66.292236,646.53,11.351538,35.618237,6.1715555,0.0792,0.00044977193
185360,2024-08-16 09:39:45.000019,16.920681,66.292236,699.58,11.003993,35.587017,6.6753373,0.0864,0.0004113125
185386,2024-08-16 09:39:45.000019,16.920681,66.292236,748.83,10.7551155,35.572243,6.892703,0.0936,0.0004745331
185412,2024-08-16 09:39:45.000019,16.920681,66.292236,799.64,10.464795,35.56467,6.6961565,0.0792,0.00041066582
185438,2024-08-16 09:39:45.000019,16.920681,66.292236,849.43,10.013511,35.517178,7.7530427,0.0864,0.00038478596
185461,2024-08-16 09:39:45.000019,16.920681,66.292236,893.97,9.6608,35.4882,7.2346244,0.0864,0.00042248325
185489,2024-08-16 09:39:45.000019,16.920681,66.292236,949.85,9.142648,35.42431,6.408092,0.0864,0.00042189445
185514,2024-08-16 09:39:45.000019,16.920681,66.292236,997.14,8.699317,35.379562,9.137727,0.0792,0.00045946267
185541,2024-08-16 09:39:45.000019,16.920681,66.292236,1049.59,8.293966,35.33848,11.457952,0.0864,0.00042086092
185567,2024-08-16 09:39:45.000019,16.920681,66.292236,1099.07,7.9142504,35.298367,14.538264,0.0864,0.00044577845
185593,2024-08-16 09:39:45.000019,16.920681,66.292236,1149.19,7.5673265,35.264565,17.388334,0.0936,0.0003818176
185619,2024-08-16 09:39:45.000019,16.920681,66.292236,1199.77,7.220135,35.22803,21.114511,0.0936,0.0004321506
185645,2024-08-16 09:39:45.000019,16.920681,66.292236,1249.48,6.905464,35.19546,25.16604,0.0792,0.00040632047
185669,2024-08-16 09:39:45.000019,16.920681,66.292236,1294.71,6.594728,35.16209,29.76614,0.0792,0.00040588784
185697,2024-08-16 09:39:45.000019,16.920681,66.292236,1349.53,6.2514167,35.132603,33.551033,0.0936,0.0003926869
185723,2024-08-16 09:39:45.000019,16.920681,66.292236,1399.54,5.923905,35.101723,39.34585,0.0936,0.0003794885
185774,2024-08-16 09:39:45.000019,16.920681,66.292236,1499.58,5.244601,35.03981,51.90529,0.0864,0.00037843164
185825,2024-08-16 09:39:45.000019,16.920681,66.292236,1599.64,4.5955753,34.98064,66.575615,0.0936,0.00035198146
185876,2024-08-16 09:39:45.000019,16.920681,66.292236,1698.15,4.0132747,34.928917,81.490204,0.0792,0.00035099435
185926,2024-08-16 09:39:45.000019,16.920681,66.292236,1796.6,3.5699632,34.89037,94.66848,0.0864,0.00033751858
185978,2024-08-16 09:39:45.000019,16.920681,66.292236,1899.5,3.2691345,34.8662,103.0311,0.0864,0.0003623757
186035,2024-08-26 09:18:34.999987,17.035789,66.511276,9.55,27.931585,36.638256,229.39697,0.5112,0.0010537266
186039,2024-08-26 09:18:34.999987,17.035789,66.511276,14.74,27.9332,36.6381,228.92151,0.7056,0.0010156245
186042,2024-08-26 09:18:34.999987,17.035789,66.511276,19.07,27.92918,36.638294,228.40924,0.7632,0.0015109126
186045,2024-08-26 09:18:34.999987,17.035789,66.511276,23.4,27.922014,36.638474,228.22855,0.5688,0.0009648266
186049,2024-08-26 09:18:34.999987,17.035789,66.511276,28.67,27.918802,36.638332,227.7191,0.5616,0.0010410227
186052,2024-08-26 09:18:34.999987,17.035789,66.511276,33.58,27.912788,36.638935,226.6415,1.2024,0.0017903168
186056,2024-08-26 09:18:34.999987,17.035789,66.511276,39.68,27.897223,36.64211,223.50986,0.576,0.0010029207
186060,2024-08-26 09:18:34.999987,17.035789,66.511276,44.3,27.755102,36.682926,218.34175,0.6192,0.0006599318
186062,2024-08-26 09:18:34.999987,17.035789,66.511276,46.93,27.647789,36.703262,216.06065,0.5184,0.00050749903
186068,2024-08-26 09:18:34.999987,17.035789,66.511276,56.82,27.595985,36.707794,212.7859,0.3888,0.0004820882
186075,2024-08-26 09:18:34.999987,17.035789,66.511276,69.58,27.542583,36.70678,206.22128,0.1944,0.0005201926
186081,2024-08-26 09:18:34.999987,17.035789,66.511276,79.6,26.846474,36.631714,166.45445,0.1152,0.000520357
186087,2024-08-26 09:18:34.999987,17.035789,66.511276,89.74,24.994627,36.491425,122.09094,0.1008,0.00046967767
186093,2024-08-26 09:18:34.999987,17.035789,66.511276,99.63,23.37779,36.167255,58.051506,0.0792,0.00048274084
186099,2024-08-26 09:18:34.999987,17.035789,66.511276,109.46,22.295675,36.017193,35.004417,0.072,0.00041921984
186104,2024-08-26 09:18:34.999987,17.035789,66.511276,118.01,21.900295,36.11681,25.820019,0.0576,0.0005712593
186111,2024-08-26 09:18:34.999987,17.035789,66.511276,129.68,21.030579,36.03016,7.66997,0.0576,0.00048218734
186116,2024-08-26 09:18:34.999987,17.035789,66.511276,137.27,20.069557,35.86305,2.6148996,0.0504,0.000367824
186123,2024-08-26 09:18:34.999987,17.035789,66.511276,148.24,19.584549,35.878,2.5161564,0.0576,0.0004437037
186129,2024-08-26 09:18:34.999987,17.035789,66.511276,159.54,19.065527,35.88429,2.506659,0.0648,0.000583114
186135,2024-08-26 09:18:34.999987,17.035789,66.511276,168.03,18.778389,35.936485,2.4977038,0.0648,0.00057012506
186141,2024-08-26 09:18:34.999987,17.035789,66.511276,178.08,17.931309,35.865314,2.5159652,0.0864,0.00088721205
186147,2024-08-26 09:18:34.999987,17.035789,66.511276,189.49,17.484432,35.930336,2.5246572,0.0936,0.0009121457
186153,2024-08-26 09:18:34.999987,17.035789,66.511276,199.55,16.901398,35.880005,2.5532413,0.0936,0.0009372534
186164,2024-08-26 09:18:34.999987,17.035789,66.511276,219.62,16.49489,35.978226,2.5644522,0.0936,0.0008478245
186175,2024-08-26 09:18:34.999987,17.035789,66.511276,239.17,15.783013,35.892616,2.615186,0.0864,0.0009617184
186184,2024-08-26 09:18:34.999987,17.035789,66.511276,254.28,15.627322,35.930492,2.6089704,0.072,0.00088530313
186196,2024-08-26 09:18:34.999987,17.035789,66.511276,276.86,14.770269,35.79878,2.658052,0.0792,0.0009864271
186208,2024-08-26 09:18:34.999987,17.035789,66.511276,299.5,14.247773,35.759464,2.699347,0.0936,0.00083362707
186219,2024-08-26 09:18:34.999987,17.035789,66.511276,319.5,14.07829,35.771385,2.7093463,0.0936,0.0008588446
186228,2024-08-26 09:18:34.999987,17.035789,66.511276,336.01,13.831593,35.747322,2.7382681,0.0936,0.00078244146
186240,2024-08-26 09:18:34.999987,17.035789,66.511276,357.25,13.755798,35.789276,2.865884,0.072,0.0007314967
186252,2024-08-26 09:18:34.999987,17.035789,66.511276,379.55,13.556243,35.788567,2.9584105,0.1008,0.00056616333
186263,2024-08-26 09:18:34.999987,17.035789,66.511276,399.59,13.414479,35.79369,2.9808033,0.0864,0.00051521097
186289,2024-08-26 09:18:34.999987,17.035789,66.511276,449.07,12.942271,35.751766,4.101345,0.0936,0.00057829823
186315,2024-08-26 09:18:34.999987,17.035789,66.511276,499.38,12.54343,35.721897,4.774299,0.0864,0.00057792896
186340,2024-08-26 09:18:34.999987,17.035789,66.511276,547.0,12.118423,35.686424,4.556444,0.0792,0.00052672287
186367,2024-08-26 09:18:34.999987,17.035789,66.511276,599.46,11.667654,35.656345,5.860836,0.0792,0.00051356375
186393,2024-08-26 09:18:34.999987,17.035789,66.511276,648.16,11.196788,35.58808,6.36185,0.0792,0.00050044886
186419,2024-08-26 09:18:34.999987,17.035789,66.511276,699.6,11.004558,35.587383,6.637978,0.0936,0.00044940726
186445,2024-08-26 09:18:34.999987,17.035789,66.511276,749.56,10.671934,35.562683,7.2785926,0.0936,0.0004109472
186471,2024-08-26 09:18:34.999987,17.035789,66.511276,799.51,10.26416,35.525467,7.779946,0.0864,0.00039780556
186497,2024-08-26 09:18:34.999987,17.035789,66.511276,849.67,9.930405,35.511356,6.2907605,0.0864,0.0004354901
186523,2024-08-26 09:18:34.999987,17.035789,66.511276,899.53,9.605445,35.48026,6.5269136,0.0864,0.0004986222
186549,2024-08-26 09:18:34.999987,17.035789,66.511276,949.64,9.093879,35.429047,7.2610445,0.0936,0.00043451192
186575,2024-08-26 09:18:34.999987,17.035789,66.511276,999.94,8.63519,35.37295,9.368705,0.0864,0.0004466816
186601,2024-08-26 09:18:34.999987,17.035789,66.511276,1049.71,8.222616,35.33141,12.026678,0.0936,0.000522361
186627,2024-08-26 09:18:34.999987,17.035789,66.511276,1099.55,7.802,35.28732,15.436814,0.0864,0.00042022465
186653,2024-08-26 09:18:34.999987,17.035789,66.511276,1149.67,7.4628406,35.25263,18.77988,0.0936,0.00043247943
186679,2024-08-26 09:18:34.999987,17.035789,66.511276,1199.64,7.1255765,35.218548,22.283445,0.0936,0.00040661733
186705,2024-08-26 09:18:34.999987,17.035789,66.511276,1248.75,6.788103,35.184525,26.438143,0.0792,0.00043154682
186731,2024-08-26 09:18:34.999987,17.035789,66.511276,1299.65,6.4320207,35.1514,31.209034,0.0864,0.00041833878
186757,2024-08-26 09:18:34.999987,17.035789,66.511276,1349.54,6.162975,35.1287,33.394753,0.0936,0.00039253436
186783,2024-08-26 09:18:34.999987,17.035789,66.511276,1399.82,5.9202533,35.105225,37.24125,0.0792,0.00037946814
186834,2024-08-26 09:18:34.999987,17.035789,66.511276,1499.4,5.3878994,35.053024,48.880405,0.1008,0.0003913553
186885,2024-08-26 09:18:34.999987,17.035789,66.511276,1599.48,4.7695565,34.996437,62.19459,0.072,0.00041576335
186936,2024-08-26 09:18:34.999987,17.035789,66.511276,1699.9,4.1829824,34.944035,76.6276,0.0936,0.00035127983
186986,2024-08-26 09:18:34.999987,17.035789,66.511276,1796.21,3.754853,34.906666,88.23044,0.0864,0.00037594282
187038,2024-08-26 09:18:34.999987,17.035789,66.511276,1899.65,3.376347,34.875317,99.11852,0.0864,0.0003498644
187092,2024-09-05 09:11:39.999985,17.273874,66.70578,9.49,27.880627,36.631123,226.72722,0.36,0.0009775414
187096,2024-09-05 09:11:39.999985,17.273874,66.70578,14.29,27.88156,36.630848,226.3068,0.4032,0.0011299443
187099,2024-09-05 09:11:39.999985,17.273874,66.70578,18.33,27.851835,36.62811,226.05797,0.468,0.0010283506
187103,2024-09-05 09:11:39.999985,17.273874,66.70578,24.2,27.833792,36.62521,225.37735,0.5472,0.0019935458
187106,2024-09-05 09:11:39.999985,17.273874,66.70578,29.44,27.808615,36.6221,224.59442,0.6192,0.0014474617
187109,2024-09-05 09:11:39.999985,17.273874,66.70578,33.55,27.806532,36.621876,223.8675,0.6408,0.0010791669
187113,2024-09-05 09:11:39.999985,17.273874,66.70578,39.86,27.8044,36.621696,222.63997,0.6408,0.0010537673
187124,2024-09-05 09:11:39.999985,17.273874,66.70578,59.5,24.876965,36.529716,152.6834,0.3528,0.00072358456
187130,2024-09-05 09:11:39.999985,17.273874,66.70578,69.77,24.696756,36.58551,146.96573,0.2304,0.00054560753
187136,2024-09-05 09:11:39.999985,17.273874,66.70578,78.12,24.1189,36.475258,131.33977,0.1008,0.0004441444
187141,2024-09-05 09:11:39.999985,17.273874,66.70578,87.82,23.716448,36.427837,104.35218,0.0792,0.00039333972
187148,2024-09-05 09:11:39.999985,17.273874,66.70578,99.58,23.316858,36.361706,71.14248,0.072,0.0003933749
187154,2024-09-05 09:11:39.999985,17.273874,66.70578,108.38,22.621023,36.25008,42.037113,0.0576,0.00039341097
187159,2024-09-05 09:11:39.999985,17.273874,66.70578,117.69,21.783249,36.13126,19.735834,0.0576,0.00031717474
187166,2024-09-05 09:11:39.999985,17.273874,66.70578,129.57,20.736847,35.972015,4.8284526,0.0432,0.00032979212
187172,2024-09-05 09:11:39.999985,17.273874,66.70578,139.13,19.910212,35.878414,2.4599319,0.0504,0.00039308783
187177,2024-09-05 09:11:39.999985,17.273874,66.70578,147.95,19.312891,35.844112,2.4837337,0.0576,0.00038013267
187184,2024-09-05 09:11:39.999985,17.273874,66.70578,159.33,18.630577,35.81179,2.5012567,0.0576,0.00051950157
187190,2024-09-05 09:11:39.999985,17.273874,66.70578,168.22,18.338696,35.868725,2.5056276,0.0648,0.0006842733
187196,2024-09-05 09:11:39.999985,17.273874,66.70578,179.65,17.733673,35.836227,2.5172875,0.0792,0.0008744847
187201,2024-09-05 09:11:39.999985,17.273874,66.70578,187.85,17.502419,35.894764,2.5207927,0.0864,0.00087416614
187208,2024-09-05 09:11:39.999985,17.273874,66.70578,198.5,17.142754,35.891014,2.550668,0.0936,0.00084851927
187219,2024-09-05 09:11:39.999985,17.273874,66.70578,219.81,16.709545,35.96491,2.556434,0.0792,0.0009877136
187228,2024-09-05 09:11:39.999985,17.273874,66.70578,234.93,16.158363,35.9525,2.593894,0.0792,0.001
187241,2024-09-05 09:11:39.999985,17.273874,66.70578,258.98,15.696616,35.948444,2.6146047,0.0936,0.0009869055
187252,2024-09-05 09:11:39.999985,17.273874,66.70578,279.61,15.183798,35.885098,2.6501334,0.0936,0.0009485247
187263,2024-09-05 09:11:39.999985,17.273874,66.70578,299.67,14.816934,35.883934,2.668148,0.0792,0.0013037552
187271,2024-09-05 09:11:39.999985,17.273874,66.70578,313.78,14.6186495,35.893364,2.6672676,0.0864,0.0009098819
187284,2024-09-05 09:11:39.999985,17.273874,66.70578,337.61,14.272229,35.876995,2.699301,0.0936,0.00093498616
187296,2024-09-05 09:11:39.999985,17.273874,66.70578,359.56,13.853598,35.83394,2.7357254,0.0936,0.0012648707
187307,2024-09-05 09:11:39.999985,17.273874,66.70578,379.59,13.654924,35.83509,2.7587852,0.0864,0.0009471616
187317,2024-09-05 09:11:39.999985,17.273874,66.70578,397.39,13.40874,35.795624,2.882932,0.0864,0.00055330596
187344,2024-09-05 09:11:39.999985,17.273874,66.70578,449.73,12.856653,35.745632,3.8985872,0.072,0.00051472476
187370,2024-09-05 09:11:39.999985,17.273874,66.70578,499.47,12.464046,35.71113,4.8334293,0.0792,0.0005270727
187393,2024-09-05 09:11:39.999985,17.273874,66.70578,543.59,12.113329,35.67402,5.278136,0.0864,0.0005140584
187422,2024-09-05 09:11:39.999985,17.273874,66.70578,599.55,11.718893,35.65662,4.4197173,0.0864,0.00048823192
187447,2024-09-05 09:11:39.999985,17.273874,66.70578,646.81,11.325751,35.6283,6.1973224,0.0792,0.00051321986
187474,2024-09-05 09:11:39.999985,17.273874,66.70578,699.57,10.872865,35.586178,7.130267,0.0792,0.00047465521
187500,2024-09-05 09:11:39.999985,17.273874,66.70578,749.1,10.542134,35.557434,7.813429,0.0936,0.0004235001
187526,2024-09-05 09:11:39.999985,17.273874,66.70578,799.05,10.195543,35.52053,7.8680944,0.1008,0.0003723336
187552,2024-09-05 09:11:39.999985,17.273874,66.70578,849.56,9.844871,35.496162,8.744079,0.0792,0.00051160896
187578,2024-09-05 09:11:39.999985,17.273874,66.70578,899.76,9.568011,35.47528,6.2603936,0.0792,0.0003715782
187604,2024-09-05 09:11:39.999985,17.273874,66.70578,949.52,9.194484,35.43807,7.3912044,0.0936,0.0003965387
187630,2024-09-05 09:11:39.999985,17.273874,66.70578,999.46,8.78615,35.388023,8.696418,0.0864,0.00044687526
187656,2024-09-05 09:11:39.999985,17.273874,66.70578,1048.68,8.298943,35.33876,11.539611,0.0936,0.0007637619
187682,2024-09-05 09:11:39.999985,17.273874,66.70578,1099.61,7.8877563,35.296,14.580645,0.0864,0.00040763643
187708,2024-09-05 09:11:39.999985,17.273874,66.70578,1149.41,7.508604,35.25691,18.305532,0.0864,0.0004198397
187734,2024-09-05 09:11:39.999985,17.273874,66.70578,1199.57,7.1687164,35.22288,21.981419,0.0936,0.00043207066
187759,2024-09-05 09:11:39.999985,17.273874,66.70578,1246.79,6.7992716,35.18554,26.396444,0.0864,0.000444259
187786,2024-09-05 09:11:39.999985,17.273874,66.70578,1299.44,6.4927998,35.15284,31.08952,0.0792,0.00041841806
187812,2024-09-05 09:11:39.999985,17.273874,66.70578,1349.4,6.187834,35.12515,35.466255,0.0936,0.0003798762
187838,2024-09-05 09:11:39.999985,17.273874,66.70578,1399.53,5.934043,35.103043,39.48936,0.0936,0.00040488908
187889,2024-09-05 09:11:39.999985,17.273874,66.70578,1499.63,5.23183,35.038605,52.418583,0.0936,0.0014832794
187940,2024-09-05 09:11:39.999985,17.273874,66.70578,1599.5,4.584876,34.979397,66.973656,0.072,0.00037734807
187991,2024-09-05 09:11:39.999985,17.273874,66.70578,1699.42,4.1235676,34.938995,78.29398,0.0936,0.0013544584
188042,2024-09-05 09:11:39.999985,17.273874,66.70578,1799.74,3.6707647,34.898888,91.10294,0.0936,0.0003249865
188093,2024-09-05 09:11:39.999985,17.273874,66.70578,1899.54,3.4036925,34.876705,99.21167,0.0864,0.0004515075
188149,2024-09-15 09:12:30.999990,17.504166,66.841156,9.36,28.028025,36.6065,229.61108,0.3312,0.0011045916
188153,2024-09-15 09:12:30.999990,17.504166,66.841156,14.58,27.999033,36.60693,228.8733,0.3672,0.00096489093
188156,2024-09-15 09:12:30.999990,17.504166,66.841156,18.88,27.989843,36.607487,228.27856,0.432,0.00101569
188159,2024-09-15 09:12:30.999990,17.504166,66.841156,23.98,27.978844,36.6079,227.39857,0.4608,0.0010410874
188163,2024-09-15 09:12:30.999990,17.504166,66.841156,29.38,27.967493,36.608337,225.86623,0.5184,0.00095218956
188167,2024-09-15 09:12:30.999990,17.504166,66.841156,34.33,27.950676,36.60833,222.73816,0.6336,0.0012950873
188169,2024-09-15 09:12:30.999990,17.504166,66.841156,37.59,27.897713,36.60701,219.7376,0.8424,0.0013458934
188176,2024-09-15 09:12:30.999990,17.504166,66.841156,48.93,27.679832,36.60099,208.12967,0.7632,0.0011935143
188182,2024-09-15 09:12:30.999990,17.504166,66.841156,59.29,26.354279,36.517628,139.50827,0.2304,0.00068567105
188188,2024-09-15 09:12:30.999990,17.504166,66.841156,69.11,24.761826,36.560787,158.5469,0.3168,0.0006853475
188194,2024-09-15 09:12:30.999990,17.504166,66.841156,78.62,24.623785,36.588093,146.31282,0.2016,0.00059639075
188200,2024-09-15 09:12:30.999990,17.504166,66.841156,89.65,23.840494,36.46107,101.321236,0.108,0.0004949031
188206,2024-09-15 09:12:30.999990,17.504166,66.841156,98.81,23.214596,36.39725,64.42884,0.0792,0.00048217276
188211,2024-09-15 09:12:30.999990,17.504166,66.841156,106.63,22.380173,36.311638,34.609436,0.0792,0.0005583019
188218,2024-09-15 09:12:30.999990,17.504166,66.841156,119.61,21.63044,36.273533,16.677883,0.0504,0.00032950795
188224,2024-09-15 09:12:30.999990,17.504166,66.841156,129.73,21.275017,36.272995,11.642523,0.0576,0.0003166615
188230,2024-09-15 09:12:30.999990,17.504166,66.841156,138.32,20.9176,36.250317,8.144578,0.0576,0.00035464973
188235,2024-09-15 09:12:30.999990,17.504166,66.841156,146.61,20.636114,36.24857,6.208444,0.0576,0.0003037369
188242,2024-09-15 09:12:30.999990,17.504166,66.841156,158.53,20.291222,36.254375,4.597429,0.0432,0.00031624179
188248,2024-09-15 09:12:30.999990,17.504166,66.841156,169.06,19.90444,36.230446,3.6256194,0.0576,0.00027798233
188254,2024-09-15 09:12:30.999990,17.504166,66.841156,179.71,19.340828,36.19577,2.772439,0.0648,0.00032855832
188260,2024-09-15 09:12:30.999990,17.504166,66.841156,188.58,18.402018,36.122368,2.5437598,0.0648,0.00040434249
188266,2024-09-15 09:12:30.999990,17.504166,66.841156,198.68,17.292046,35.89589,2.539756,0.0792,0.00061999355
188276,2024-09-15 09:12:30.999990,17.504166,66.841156,217.35,16.808779,35.905296,2.56421,0.0936,0.00093711686
188288,2024-09-15 09:12:30.999990,17.504166,66.841156,239.77,16.192518,35.974964,2.600925,0.0864,0.0008856681
188299,2024-09-15 09:12:30.999990,17.504166,66.841156,259.55,15.845932,36.018124,2.6066518,0.0792,0.0007456082
188310,2024-09-15 09:12:30.999990,17.504166,66.841156,279.12,15.363131,35.96254,2.64157,0.0864,0.0009484954
188321,2024-09-15 09:12:30.999990,17.504166,66.841156,299.33,14.959044,35.922653,2.66906,0.0792,0.00082122535
188330,2024-09-15 09:12:30.999990,17.504166,66.841156,314.08,14.705245,35.90253,2.674416,0.0864,0.0009734405
188342,2024-09-15 09:12:30.999990,17.504166,66.841156,336.42,14.380118,35.88798,2.7169092,0.0864,0.000922367
188354,2024-09-15 09:12:30.999990,17.504166,66.841156,359.62,14.09726,35.871475,2.7256417,0.0936,0.0008840207
188365,2024-09-15 09:12:30.999990,17.504166,66.841156,379.58,13.761883,35.829624,2.7611828,0.0936,0.0009472837
188376,2024-09-15 09:12:30.999990,17.504166,66.841156,398.52,13.539177,35.809635,2.7842343,0.0864,0.0006295977
188402,2024-09-15 09:12:30.999990,17.504166,66.841156,449.8,12.916014,35.74794,3.6836088,0.0792,0.00054018444
188428,2024-09-15 09:12:30.999990,17.504166,66.841156,498.45,12.4846,35.72184,4.892165,0.0936,0.0005397665
188454,2024-09-15 09:12:30.999990,17.504166,66.841156,549.71,12.1538105,35.687992,4.2237606,0.0864,0.00050137093
188480,2024-09-15 09:12:30.999990,17.504166,66.841156,599.83,11.76269,35.65979,3.87515,0.072,0.0005009774
188506,2024-09-15 09:12:30.999990,17.504166,66.841156,649.77,11.453376,35.633564,4.7082577,0.0864,0.00041176678
188532,2024-09-15 09:12:30.999990,17.504166,66.841156,699.59,11.056703,35.60433,6.8112736,0.072,0.0004748429
188558,2024-09-15 09:12:30.999990,17.504166,66.841156,749.07,10.686476,35.56756,7.4612856,0.0864,0.00042365617
188584,2024-09-15 09:12:30.999990,17.504166,66.841156,799.78,10.277093,35.5311,7.8855114,0.0864,0.0003978077
188610,2024-09-15 09:12:30.999990,17.504166,66.841156,849.58,9.98237,35.51031,8.4615555,0.072,0.00041016753
188636,2024-09-15 09:12:30.999990,17.504166,66.841156,899.7,9.548463,35.474747,8.38372,0.0936,0.00039695253
188662,2024-09-15 09:12:30.999990,17.504166,66.841156,949.49,9.135531,35.432247,7.32584,0.0792,0.00045997053
188688,2024-09-15 09:12:30.999990,17.504166,66.841156,998.62,8.678244,35.37692,9.180615,0.0864,0.0006499322
188714,2024-09-15 09:12:30.999990,17.504166,66.841156,1049.72,8.32056,35.341263,11.248602,0.0936,0.00059868704
188740,2024-09-15 09:12:30.999990,17.504166,66.841156,1099.59,7.9804487,35.312027,13.959293,0.0864,0.00039504748
188766,2024-09-15 09:12:30.999990,17.504166,66.841156,1149.74,7.615801,35.267952,17.040104,0.0936,0.00040728136
